id,Start_minutes,End_minutes,X,Y,Team,Action,Half,Player_Name,next_player,next_action,next_x,next_y,event_id,next_team,next_event_id,xt_value,Date,Game,League,Manager,Match_ID,Season,Opposition_Team,Shots,SoT,Goals_scored,Goals_conceded,Accurate passes,Inaccurate passes,Passes,xG,Unnamed: 31,XG,Team.1,Unnamed: 34
1851,46.38,46.72,30.2,11.8,Lamontville Golden Arrows,Accurate passes,2nd half,Siyavuya Ndlovu,Sera Motebang,Counter-attacks,53.1,1.6,1028,Lamontville Golden Arrows,1029,0.00414106,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
1856,46.43,46.77,49.4,3.3,Lamontville Golden Arrows,Unsuccessful dribbles,2nd half,Sera Motebang,Sera Motebang,Counter-attacks,49.4,3.3,1031,Lamontville Golden Arrows,1031,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,0,0,,,,,
1860,46.6,46.93,47.9,0,Lamontville Golden Arrows,Inaccurate passes,2nd half,Siyavuya Ndlovu,Themba Zwane,Opp half pick-ups,44.2,14.3,1034,Mamelodi Sundowns,1035,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
1861,46.62,46.95,60.8,53.7,Mamelodi Sundowns,Accurate passes,2nd half,Themba Zwane,Bradley Ralani,Challenges lost,59.9,65,1035,Mamelodi Sundowns,1036,-0.00138217,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1866,46.85,47.18,59.9,68,Mamelodi Sundowns,Accurate passes,2nd half,Lyle Lakay,Themba Zwane,Positional attacks,69.6,56.2,1038,Mamelodi Sundowns,1039,0.00396751,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1874,46.92,47.25,39.6,19.4,Lamontville Golden Arrows,Inaccurate passes,2nd half,Velemseni Ndwandwe,Themba Zwane,Positional attacks,40.9,17.3,1043,Mamelodi Sundowns,1044,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
1881,46.98,47.32,61.7,50.7,Mamelodi Sundowns,Accurate passes,2nd half,Themba Zwane,George Maluleka,Positional attacks,65.9,46.3,1045,Mamelodi Sundowns,1046,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1884,47.02,47.35,74.9,37.3,Mamelodi Sundowns,Shots,2nd half,George Maluleka,George Maluleka,Positional attacks,74.9,37.3,1047,Mamelodi Sundowns,1047,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,1,0,0,0,0,0,0,,,,,
1887,47.47,47.8,8.7,50.3,Mamelodi Sundowns,Accurate passes,2nd half,Denis Onyango,Brian Onyango,Positional attacks,15.6,32.2,1049,Mamelodi Sundowns,1050,0.00194732,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1890,47.58,47.92,26.5,15.6,Mamelodi Sundowns,Accurate passes,2nd half,Brian Onyango,Denis Onyango,Positional attacks,10.2,39.2,1051,Mamelodi Sundowns,1052,0.00023232,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1893,47.63,47.97,12,43.1,Mamelodi Sundowns,Accurate passes,2nd half,Denis Onyango,Lyle Lakay,Positional attacks,34.8,66.4,1053,Mamelodi Sundowns,1054,-8.60E-07,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1896,47.67,48,34.8,66.4,Mamelodi Sundowns,Accurate passes,2nd half,Lyle Lakay,Andile Jali,Positional attacks,47,45.1,1054,Mamelodi Sundowns,1055,0.00451469,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1898,47.73,48.07,49.4,43.3,Mamelodi Sundowns,Accurate passes,2nd half,Andile Jali,Themba Zwane,Positional attacks,76.1,51.7,1056,Mamelodi Sundowns,1057,0.00972393,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1904,47.87,48.2,89.4,50.3,Mamelodi Sundowns,Inaccurate passes,2nd half,Themba Zwane,Thabani Zuke,Positional attacks,89.7,48.3,1059,Lamontville Golden Arrows,1060,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
1908,47.95,48.28,6.4,61,Lamontville Golden Arrows,Accurate passes,2nd half,Themba Mantshiyane,Sera Motebang,Inaccurate passes,48.9,56.7,1062,Lamontville Golden Arrows,1063,0.00746237,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
1909,48,48.33,48.9,56.7,Lamontville Golden Arrows,Inaccurate passes,2nd half,Sera Motebang,Sera Motebang,Opp half lost balls,43,60,1063,Lamontville Golden Arrows,1064,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
1914,48.05,48.38,59.1,0.5,Mamelodi Sundowns,Accurate passes,2nd half,Khuliso Mudau,Peter Shalulile,Positional attacks,73.1,0.8,1066,Mamelodi Sundowns,1067,0.00648533,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1918,48.08,48.42,66.5,0.8,Mamelodi Sundowns,Accurate passes,2nd half,Peter Shalulile,Khuliso Mudau,Positional attacks,75.3,4.3,1068,Mamelodi Sundowns,1069,0.00377069,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1925,48.13,48.47,87.5,17,Mamelodi Sundowns,Successful dribbles,2nd half,Khuliso Mudau,Khuliso Mudau,Positional attacks,93,24.7,1073,Mamelodi Sundowns,1074,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
1928,48.17,48.5,93,24.7,Mamelodi Sundowns,Unsuccessful dribbles,2nd half,Khuliso Mudau,Khuliso Mudau,Challenges lost,93,24.7,1074,Mamelodi Sundowns,1074,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
1933,49.4,49.73,105,0,Mamelodi Sundowns,Accurate passes,2nd half,Peter Shalulile,Gaston Sirino,Corner attacks,97.1,1.3,1076,Mamelodi Sundowns,1077,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1940,49.45,49.78,103.1,5.7,Mamelodi Sundowns,Unsuccessful dribbles,2nd half,Gaston Sirino,Gaston Sirino,Challenges lost,103.1,5.7,1080,Mamelodi Sundowns,1080,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
1942,49.52,49.85,8.7,53.5,Lamontville Golden Arrows,Inaccurate passes,2nd half,Pule Mmodi,Pule Mmodi,Lost balls,70.3,31.5,1082,Lamontville Golden Arrows,1083,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
1946,49.62,49.95,34.7,36.5,Mamelodi Sundowns,Accurate passes,2nd half,Denis Onyango,Andile Jali,Positional attacks,36.2,38.4,1084,Mamelodi Sundowns,1085,0.0013027,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1948,49.67,50,36.2,38.4,Mamelodi Sundowns,Accurate passes,2nd half,Andile Jali,Bradley Ralani,Positional attacks,60.6,65.5,1085,Mamelodi Sundowns,1086,0.0021095,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1950,49.75,50.08,60.6,65.5,Mamelodi Sundowns,Accurate passes,2nd half,Bradley Ralani,Lyle Lakay,Positional attacks,68.8,57.7,1086,Mamelodi Sundowns,1087,0.00396751,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1952,49.83,50.17,74,64,Mamelodi Sundowns,Accurate passes,2nd half,Lyle Lakay,Bradley Ralani,Positional attacks,80.1,66.7,1088,Mamelodi Sundowns,1089,0.00634183,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1954,49.85,50.18,80.1,66.7,Mamelodi Sundowns,Accurate passes,2nd half,Bradley Ralani,Lyle Lakay,Positional attacks,95.8,57.5,1089,Mamelodi Sundowns,1090,0.0131068,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1957,49.92,50.25,104.2,56.9,Mamelodi Sundowns,Inaccurate passes,2nd half,Lyle Lakay,Lyle Lakay,Lost balls,102.4,33.7,1091,Mamelodi Sundowns,1092,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
1966,50.15,50.48,15.3,22.7,Lamontville Golden Arrows,Inaccurate passes,2nd half,Nkosingiphile Gumede,Andile Jali,Positional attacks,47.2,22.1,1095,Mamelodi Sundowns,1096,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
1968,50.2,50.53,57.8,45.9,Mamelodi Sundowns,Inaccurate passes,2nd half,Andile Jali,Velemseni Ndwandwe,Positional attacks,70.9,34.5,1096,Lamontville Golden Arrows,1097,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
1976,50.27,50.6,65.3,49.5,Mamelodi Sundowns,Accurate passes,2nd half,Bradley Ralani,Lyle Lakay,Positional attacks,73.7,44.8,1098,Mamelodi Sundowns,1099,0.00477108,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1983,50.32,50.65,63.2,48.9,Mamelodi Sundowns,Accurate passes,2nd half,Lyle Lakay,Andile Jali,Positional attacks,60.8,45.9,1100,Mamelodi Sundowns,1101,-0.00249536,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1985,50.33,50.67,60.8,45.9,Mamelodi Sundowns,Accurate passes,2nd half,Andile Jali,Themba Zwane,Positional attacks,74.4,39.3,1101,Mamelodi Sundowns,1102,0.00699553,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1986,50.35,50.68,74.4,39.3,Mamelodi Sundowns,Accurate passes,2nd half,Themba Zwane,Bradley Ralani,Positional attacks,96.4,60,1102,Mamelodi Sundowns,1103,0.01407441,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1990,50.48,50.82,96.6,55.1,Mamelodi Sundowns,Accurate passes,2nd half,Bradley Ralani,Gaston Sirino,Inaccurate passes,83.8,42,1104,Mamelodi Sundowns,1105,-0.01136395,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
1991,50.48,50.82,83.8,42,Mamelodi Sundowns,Inaccurate passes,2nd half,Gaston Sirino,Gaston Sirino,Lost balls,77.5,34.4,1105,Mamelodi Sundowns,1106,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
1998,50.53,50.87,27.8,31.8,Lamontville Golden Arrows,Successful dribbles,2nd half,Pule Mmodi,Pule Mmodi,Accurate passes,29.6,30.5,1110,Lamontville Golden Arrows,1111,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,0,0,,,,,
1999,50.55,50.88,29.6,30.5,Lamontville Golden Arrows,Accurate passes,2nd half,Pule Mmodi,Nduduzo Sibiya,Accurate passes,28.8,9,1111,Lamontville Golden Arrows,1112,-0.00072886,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2000,50.58,50.92,28.8,9,Lamontville Golden Arrows,Accurate passes,2nd half,Nduduzo Sibiya,Siyavuya Ndlovu,Lost balls,62.4,12.7,1112,Lamontville Golden Arrows,1113,0.00810857,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2002,50.6,50.93,17.7,11.4,Lamontville Golden Arrows,Inaccurate passes,2nd half,Siyavuya Ndlovu,Mosa Lebusa,Positional attacks,62.4,12.7,1114,Mamelodi Sundowns,1115,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
2005,50.65,50.98,42.6,55.3,Mamelodi Sundowns,Accurate passes,2nd half,Mosa Lebusa,Andile Jali,Positional attacks,50.6,54.4,1115,Mamelodi Sundowns,1116,0.00169821,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2007,50.68,51.02,50.6,54.4,Mamelodi Sundowns,Accurate passes,2nd half,Andile Jali,Brian Onyango,Positional attacks,36.4,41,1116,Mamelodi Sundowns,1117,-0.00121894,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2009,50.7,51.03,36.4,41,Mamelodi Sundowns,Accurate passes,2nd half,Brian Onyango,Khuliso Mudau,Positional attacks,46.9,13.1,1117,Mamelodi Sundowns,1118,0.00121894,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2011,50.83,51.17,50.7,8.6,Mamelodi Sundowns,Accurate passes,2nd half,Khuliso Mudau,George Maluleka,Positional attacks,45.5,16.9,1119,Mamelodi Sundowns,1120,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2014,50.92,51.25,42.9,25.5,Mamelodi Sundowns,Accurate passes,2nd half,George Maluleka,Mosa Lebusa,Positional attacks,39.9,55.9,1121,Mamelodi Sundowns,1122,-0.00054455,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2017,50.95,51.28,39.9,55.9,Mamelodi Sundowns,Accurate passes,2nd half,Mosa Lebusa,Themba Zwane,Positional attacks,55.2,50.6,1122,Mamelodi Sundowns,1123,0.00470877,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2021,51.03,51.37,57.5,53.4,Mamelodi Sundowns,Successful dribbles,2nd half,Themba Zwane,Nqobeko Dlamini,Challenges lost,47.5,14.6,1126,Lamontville Golden Arrows,1127,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
2025,51.33,51.67,66.4,54.5,Mamelodi Sundowns,Accurate passes,2nd half,Themba Zwane,Lyle Lakay,Positional attacks,59.1,60.7,1129,Mamelodi Sundowns,1130,-0.00396751,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2027,51.35,51.68,59.1,60.7,Mamelodi Sundowns,Accurate passes,2nd half,Lyle Lakay,Bradley Ralani,Positional attacks,76.3,66.8,1130,Mamelodi Sundowns,1131,0.00648533,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2030,51.38,51.72,76.3,66.8,Mamelodi Sundowns,Accurate passes,2nd half,Bradley Ralani,Gaston Sirino,Positional attacks,98.3,63,1131,Mamelodi Sundowns,1132,0.01670461,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2033,51.45,51.78,102.8,62.1,Mamelodi Sundowns,Inaccurate passes,2nd half,Gaston Sirino,Velemseni Ndwandwe,Positional attacks,99.4,59.9,1133,Lamontville Golden Arrows,1134,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
2036,51.48,51.82,6.1,4.9,Lamontville Golden Arrows,Inaccurate passes,2nd half,Velemseni Ndwandwe,Themba Zwane,Positional attacks,25.3,8.7,1135,Mamelodi Sundowns,1136,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
2042,51.52,51.85,76.8,60.4,Mamelodi Sundowns,Inaccurate passes,2nd half,Themba Zwane,Nduduzo Sibiya,Positional attacks,71.5,57.1,1137,Lamontville Golden Arrows,1138,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
2049,51.57,51.9,41.6,4.6,Lamontville Golden Arrows,Successful dribbles,2nd half,Nduduzo Sibiya,Themba Zwane,Positional attacks,59.8,63.3,1142,Mamelodi Sundowns,1143,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,0,0,,,,,
2053,52.05,52.38,43.2,4,Lamontville Golden Arrows,Accurate passes,2nd half,Siyavuya Ndlovu,Lindokuhle Mtshali,Positional attacks,47.5,22.3,1144,Lamontville Golden Arrows,1145,0.00302861,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2056,52.08,52.42,41.6,23,Lamontville Golden Arrows,Accurate passes,2nd half,Lindokuhle Mtshali,Nkosingiphile Gumede,Positional attacks,10.5,14.6,1146,Lamontville Golden Arrows,1147,-0.00390585,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2058,52.15,52.48,10.5,14.6,Lamontville Golden Arrows,Accurate passes,2nd half,Nkosingiphile Gumede,Thabani Zuke,Positional attacks,10.8,6.3,1147,Lamontville Golden Arrows,1148,-0.00098973,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2064,52.18,52.52,13.1,5.8,Lamontville Golden Arrows,Accurate passes,2nd half,Thabani Zuke,Nqobeko Dlamini,Positional attacks,20.8,11.1,1149,Lamontville Golden Arrows,1150,0.00162766,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2067,52.25,52.58,14.2,8.7,Lamontville Golden Arrows,Accurate passes,2nd half,Nqobeko Dlamini,Thabani Zuke,Positional attacks,8.6,11.8,1151,Lamontville Golden Arrows,1152,-0.00128517,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2070,52.27,52.6,9.8,12.8,Lamontville Golden Arrows,Accurate passes,2nd half,Thabani Zuke,Nkosinathi Sibisi,Positional attacks,14.3,34.4,1153,Lamontville Golden Arrows,1154,0.00204133,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2071,52.3,52.63,14.3,34.4,Lamontville Golden Arrows,Accurate passes,2nd half,Nkosinathi Sibisi,Pule Mmodi,Positional attacks,30.6,56.2,1154,Lamontville Golden Arrows,1155,-0.00023232,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2076,52.43,52.77,56,64.1,Lamontville Golden Arrows,Accurate passes,2nd half,Pule Mmodi,Themba Mantshiyane,Positional attacks,68.1,67.4,1156,Lamontville Golden Arrows,1157,0.00271464,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2078,52.47,52.8,68.1,67.4,Lamontville Golden Arrows,Inaccurate passes,2nd half,Themba Mantshiyane,Khuliso Mudau,Positional attacks,87.8,58.5,1157,Mamelodi Sundowns,1158,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
2090,52.55,52.88,84.2,60.7,Lamontville Golden Arrows,Inaccurate passes,2nd half,Pule Mmodi,Mosa Lebusa,Positional attacks,94.8,32.5,1162,Mamelodi Sundowns,1163,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
2093,53.25,53.58,105,0,Lamontville Golden Arrows,Accurate passes,2nd half,Lindokuhle Mtshali,Sera Motebang,Lost balls,92.9,37.5,1164,Lamontville Golden Arrows,1165,0.07012512,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
2106,53.32,53.65,15.1,38,Mamelodi Sundowns,Accurate passes,2nd half,Themba Zwane,Thabani Zuke,Counter-attacks,57.8,31.9,1170,Lamontville Golden Arrows,1171,0.00606806,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
2111,53.4,53.73,47.2,36.1,Lamontville Golden Arrows,Inaccurate passes,2nd half,Thabani Zuke,George Maluleka,Opp half pick-ups,48,43.5,1173,Mamelodi Sundowns,1174,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
2118,53.45,53.78,57,24.5,Mamelodi Sundowns,Accurate passes,2nd half,George Maluleka,Khuliso Mudau,Counter-attacks,51.7,15.7,1174,Mamelodi Sundowns,1175,-0.00301056,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
